user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
02HGRBA06ODU,fa3a53156ae5c,1541031034,32,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,33,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,34,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,35,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,36,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,37,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,38,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,39,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,40,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031034,41,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,42,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,43,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,44,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,45,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,46,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031044,47,interaction item deals,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031064,48,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031064,49,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,50,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,51,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,52,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,53,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,54,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031088,55,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031098,56,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031098,57,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,58,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,59,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,60,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,61,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,62,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,63,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031108,64,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02HGRBA06ODU,fa3a53156ae5c,1541031115,65,interaction item image,3066244,BR,"Ubatuba, Brazil",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063730,1,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063730,2,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063740,3,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063740,4,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063740,5,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063750,6,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063760,7,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063760,8,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063760,9,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,10,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,11,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,12,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,13,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,14,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,15,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063770,16,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063780,17,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063780,18,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063790,19,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063790,20,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063790,21,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063790,22,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063790,23,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063800,24,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063800,25,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063800,26,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,27,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,28,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,29,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,30,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,31,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063810,32,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063851,33,interaction item image,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063863,34,interaction item info,2795374,FI,"Krakow, Poland",mobile,,,
02SRUT1NQYH1,3599a6f709eab,1541063864,35,clickout item,2795374,FI,"Krakow, Poland",mobile,,2795374|5582964|1088390|2781070|1258068|1271962|3184892|148884|3528776|107183|5156744|107048|1907333|3370484|6003326|8436316|9025316|125181|3861490|131257|4415954|107162|3143352|6652864|8118684,64|54|36|121|76|81|92|40|73|52|98|104|56|414|67|111|21|122|55|104|56|64|40|29|44
03K8AXBL4BX2,ec139e10b9238,1541100038,1,search for destination,"London, United Kingdom",UK,"London, United Kingdom",desktop,,,
03K8AXBL4BX2,ec139e10b9238,1541100132,2,search for poi,Covent Garden,UK,"London, United Kingdom",desktop,,,
03K8AXBL4BX2,ec139e10b9238,1541100193,3,search for poi,Oxford Street,UK,"London, United Kingdom",desktop,,,
03K8AXBL4BX2,ec139e10b9238,1541100314,4,interaction item image,1032816,UK,"London, United Kingdom",desktop,,,
03K8AXBL4BX2,ec139e10b9238,1541100314,5,interaction item image,1032816,UK,"London, United Kingdom",desktop,,,
03K8AXBL4BX2,ec139e10b9238,1541100322,6,clickout item,1032816,UK,"London, United Kingdom",desktop,,12693|46363|81657|18448|47687|152913|18417|927627|4147572|819616|18380|47333|18425|1255377|4043482|1032816|18388|1216900|106471|106567|12667|84082|1152188|98737|47410,104|92|100|103|102|104|72|85|81|75|107|86|98|83|98|103|105|99|106|99|98|96|96|105|99
03K8AXBL4BX2,ec139e10b9238,1541100652,7,clickout item,1032816,UK,"London, United Kingdom",desktop,,12693|46363|81657|18448|47687|152913|18417|927627|4147572|819616|18380|47333|18425|1255377|4043482|1032816|18388|1216900|106471|106567|12667|84082|1152188|98737|47410,104|92|100|103|102|104|72|85|81|75|107|86|98|83|98|103|105|99|106|99|98|96|96|105|99
03P4VFKK12UO,325fafb5fa450,1541107285,1,search for destination,"Bakersfield, USA",US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107286,2,search for destination,"Bakersfield, USA",US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107336,3,filter selection,Very Good Rating,US,"Bakersfield, USA",desktop,Very Good Rating,,
03P4VFKK12UO,325fafb5fa450,1541107366,4,filter selection,Hostal (ES),US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107366,5,filter selection,Hotel,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107366,6,filter selection,Motel,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107366,7,filter selection,Resort,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107366,8,filter selection,4 Star,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107366,9,filter selection,5 Star,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
03P4VFKK12UO,325fafb5fa450,1541107368,10,filter selection,Hostal (ES),US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,11,filter selection,Hotel,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,12,filter selection,Motel,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,13,filter selection,Resort,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,14,filter selection,3 Star,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,15,filter selection,4 Star,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107368,16,filter selection,5 Star,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,
03P4VFKK12UO,325fafb5fa450,1541107435,17,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107435,18,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107457,19,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107457,20,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,21,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,22,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,23,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,24,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,25,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,26,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,27,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,28,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107467,29,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107477,30,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107477,31,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107477,32,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107477,33,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,34,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,35,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,36,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,37,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,38,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,39,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,40,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,41,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,42,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,43,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107487,44,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,45,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,46,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,47,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,48,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,49,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,50,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,51,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,52,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107497,53,interaction item image,65685,US,"Bakersfield, USA",desktop,,,
03P4VFKK12UO,325fafb5fa450,1541107500,54,clickout item,65685,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,1306936|56482|2842358|6881276|65685|63259|65399|1320460|360566|376756|885381|60769|2141484|375876|829246|58909|360571|1298518|63542|71926|376076|57803|376181|1117192|359326,178|104|110|94|57|96|46|61|48|35|50|38|59|44|57|56|55|45|146|41|44|44|39|38|126
03P4VFKK12UO,325fafb5fa450,1541107538,55,clickout item,1320460,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,1306936|56482|2842358|6881276|65685|63259|65399|1320460|360566|376756|885381|60769|2141484|375876|829246|58909|360571|1298518|63542|71926|376076|57803|376181|1117192|359326,178|104|110|94|57|96|46|61|48|35|50|38|59|44|57|56|55|45|146|41|44|44|39|38|126
0473FZ8UNXRS,bcc452f3350eb,1541062453,1,interaction item rating,749441,AU,"Seminyak, Indonesia",desktop,,,
0473FZ8UNXRS,bcc452f3350eb,1541062460,2,search for item,1258184,AU,"Legian, Indonesia",desktop,,,
0473FZ8UNXRS,bcc452f3350eb,1541062532,3,clickout item,3143258,AU,"Legian, Indonesia",desktop,,1258184|3866722|8929970|2315702|116619|1511641|111929|3223738|1288161|2870144|5788568|93911|94842|104163|159006|749441|955179|1670979|1890015|2073706|2081896|2162500|2625059|3143258|4926962,51|43|69|49|62|50|55|42|87|46|43|114|194|50|196|351|22|154|116|89|55|270|192|92|26
066TUPQWUEV5,7157899be2839,1541102679,1,clickout item,2552514,MX,"Mazamitla, Mexico",mobile,,2349076|2552514|7159866|3898458|1846017|7250252|2828571|2685752|8775800|7721912|2019273|2674824|2675278|2677206|2754104|2754106|2756126|2759902|2881712|3245044|3245301|3245316|4704368|5117712|5942776,54|39|55|51|41|94|24|38|59|24|72|314|46|40|183|51|50|129|96|118|86|125|51|50|117
066TUPQWUEV5,7157899be2839,1541102682,2,interaction item image,2552514,MX,"Mazamitla, Mexico",mobile,,,
066TUPQWUEV5,7157899be2839,1541102682,3,interaction item image,2552514,MX,"Mazamitla, Mexico",mobile,,,
06S61EKCW1JY,22b9deb2da8f7,1541075258,1,clickout item,110591,FR,"Alicante, Spain",tablet,,6721|6724|40109|147227|80983|6719|40718|1194054|624921|511646|1490687|32937|82021|81021|40872|2798980|160439|3916322|80862|110591|80907|970167|147226|40282|86878,36|45|99|48|49|50|49|56|40|63|35|95|40|78|132|48|76|62|58|43|53|126|65|42|45
06SZHKMYOOI8,4c6062d7cefe4,1541104536,1,change of sort order,interaction sort button,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104539,2,change of sort order,price and recommended,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104539,3,filter selection,Best Value,IT,"Bolzano, Italy",mobile,Best Value,,
06SZHKMYOOI8,4c6062d7cefe4,1541104565,4,clickout item,2557176,IT,"Bolzano, Italy",mobile,,22953|22951|22947|22949|8774118|45527|82900|22952|138929|2557176|138930|82901|108584|1685419|138928|898407|22954|82902|1240717|4970574|6471774|5433230|3219404|3768162|3186611,158|166|145|145|62|129|100|128|139|95|110|170|105|109|165|110|145|130|125|125|104|99|90|95|75
06SZHKMYOOI8,4c6062d7cefe4,1541104650,5,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104650,6,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104659,7,clickout item,138930,IT,"Bolzano, Italy",mobile,,22953|22951|22947|22949|8774118|45527|82900|22952|138929|2557176|138930|82901|108584|1685419|138928|898407|22954|82902|1240717|4970574|6471774|5433230|3219404|3768162|3186611,158|166|145|145|62|129|100|128|139|95|110|170|105|109|165|110|145|130|125|125|104|99|90|95|75
06SZHKMYOOI8,4c6062d7cefe4,1541104660,8,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104660,9,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104660,10,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
06SZHKMYOOI8,4c6062d7cefe4,1541104660,11,interaction item image,138930,IT,"Bolzano, Italy",mobile,,,
